Phase,Task,Input
Pre-training,\code{$\bar{t}\hat{g}2g$},\codesm{<en>[mask]</en><id>[mask]</id><g>g1,..[mask]..,gm</g>}
,\code{$t\hat{g}2g$},\codesm{<en>a1,a2,...,an1</en><id>b1,b2,...,bn2</id><g>g1,..[mask]..,gm</g>}
,\code{$\hat{t}\hat{g}2g$},\codesm{<en>a1,..[mask]..,an1</en><id>b1,..[mask]..,bn2</id><g>g1,..[mask]..,gm</g>}
Fine-tuning,\code{$t\bar{g}2g$},\codesm{<en>a1,a2,...,an1</en><id>b1,b2,...,bn2</id><g>[mask]</g>}
